pca_1,pca_2,tsne_1,tsne_2,label
18330.036742578803,2239.365658707538,66.17738,-0.05225745,Data Asli
7597.20544038224,-129.0891143316485,39.881557,0.12093174,Data Asli
16754.24379028312,2737.67037100549,71.166374,0.87726784,Data Asli
-1602.494964422498,-4.2922273149442844,8.23945,-25.48735,Data Asli
-2061.231092212616,354.95945547908104,-21.085373,34.3062,Data Asli
-2031.2087995986076,298.20696235062314,-14.305015,33.105904,Data Asli
-2106.4639726682035,328.381423658745,10.858745,42.133793,Data Asli
16017.774110781149,1438.7976787582465,71.67523,2.6881194,Data Asli
17459.01102383905,2397.446267893179,69.18839,-0.00239445,Data Asli
-2028.3321029072977,423.5997186938266,-23.478846,34.050694,Data Asli
-2112.1994424615878,770.6042771627208,-8.793286,2.4275894,Data Asli
-2321.623798612047,528.1760419213124,-13.354749,13.513998,Data Asli
-1880.1626995129482,109.73705236754813,19.166082,-11.091802,Data Asli
-2160.231197827168,538.6484200856976,0.0836221,-10.411518,Data Asli
-2876.658660068173,-146.98336974191716,-29.214354,-6.735024,Data Asli
-1889.7909123920326,-308.9572469239174,10.418463,19.742376,Data Asli
18226.556501318202,2257.9935530813354,65.637375,2.9289691,Data Asli
-2021.5499122445908,286.7424486499913,-13.038313,32.97761,Data Asli
16814.251273341568,2503.142308329048,70.88677,0.71110094,Data Asli
-2051.5051638514014,304.60572081050395,12.802672,-11.67127,Data Asli
-2327.1419996590594,573.4929032966775,-1.0006078,-10.492841,Data Asli
-1988.9380132383012,214.7386736032331,10.367632,28.67518,Data Asli
-1857.642978881202,341.98318166842455,13.7274475,-5.8124847,Data Asli
-2087.6875825792304,363.66759492095025,7.805912,41.519142,Data Asli
-2163.1106773009924,216.094779600724,14.513075,40.588497,Data Asli
-2820.457167349148,-211.6677926057955,-31.991734,-0.23590429,Data Asli
-2867.6772736833173,-247.34167706070002,-29.900213,-6.566441,Data Asli
-2062.0563312214545,373.158019979508,-21.541348,34.40271,Data Asli
-2348.39868540283,575.1607786114091,-1.3156157,-10.364032,Data Asli
-2136.0438527640363,359.826325678986,9.293999,43.073368,Data Asli
-1944.0583812877521,347.92207270775816,12.686211,-7.1790075,Data Asli
-2064.5923916961983,775.4571239904999,-8.344546,-0.6602857,Data Asli
-1806.403915291623,261.1709074542314,5.2090693,-35.62547,Data Asli
-2030.555763885528,213.44180417702137,-10.647366,30.32658,Data Asli
-1846.3251006437313,-129.86706921929,9.235,22.245892,Data Asli
-2066.119825151367,270.68288297944036,14.944982,-12.799816,Data Asli
-1499.1200882564153,114.8895093813544,8.043188,-33.830303,Data Asli
-2049.6453427460474,278.67583118844414,10.713963,33.75132,Data Asli
