Proposed (SDH-PPO),PPO Standard,DQN,DDQN,Static
6.473694150040239,6.29578389392051,6.415215,6.47936715,6.44427275206082
5.751725169862449,5.60977754815138,5.613027,5.66915727,5.893484491563526
6.241697002382266,6.078705603828422,6.1574383,6.219012683,6.24573004266561
6.403063840000001,7.458728903505993,6.3367376,6.3367376,6.236160357610159
6.110816363509345,5.927563902509928,6.0119667,6.0119667,6.092574419099235
6.201616474666578,6.008167217995441,6.112901,6.17403001,6.322604633568237
6.540511377360356,6.5407523922997,6.489457,6.489457,6.477691945980275
6.391595052327299,7.281468331454707,6.323994,6.38723394,6.684503546352457
6.117719026756609,5.987905488568419,6.019571,6.019571,5.836192826232418
6.00156317998848,5.896951192472839,5.890624,5.94953024,5.6428799655932345
6.452707368088419,6.3110418376650985,6.391879,6.45579779,6.293844520532825
6.012510021633664,6.139244065994589,5.9027843,5.9027843,5.546918360073713
5.87806928869077,5.769706950173748,5.753379,5.753379,5.252624745558396
