timestamp,port,rx_bytes,tx_bytes
2026-01-13T19:10:58Z,2,19774109431,17328974896
2026-01-13T19:10:59Z,2,19774661202,17329439836
2026-01-13T19:11:00Z,2,19775212972,17329903216
2026-01-13T19:11:01Z,2,19775807066,17330442376
2026-01-13T19:11:02Z,2,19776358639,17331033916
2026-01-13T19:11:03Z,2,19776913296,17331598396
2026-01-13T19:11:04Z,2,19777510701,17332164676
2026-01-13T19:11:05Z,2,19778062510,17332708996
2026-01-13T19:11:06Z,2,19778617000,17333239216
2026-01-13T19:11:07Z,2,19779213008,17333731456
2026-01-13T19:11:08Z,2,19779767244,17334340816
2026-01-13T19:11:09Z,2,19780319090,17334815596
2026-01-13T19:11:10Z,2,19780871725,17335341316
